,rapes,rapesPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop,imputed_rapes,imputed_rapesR,imputed_ViolentCrimesPerPop,ViolentCrimesPerPopR,imputed_arsons,arsonsR,imputed_arsonsPerPop,arsonsPerPopR,imputed_nonViolPerPop,nonViolPerPopR,imputed_rapesPerPop,rapesPerPopR,,,,imputed_rapes,imputed_ViolentCrimesPerPop,imputed_arsons,imputed_arsonsPerPop,imputed_nonViolPerPop,imputed_rapesPerPop,
1865,2,9.84,1,4.92,142.71,3110.08,2,2,142.71,142.71,1,1,4.92,4.92,3110.08,3110.08,9.84,9.84,,,,2,142.71,1,4.92,3110.08,9.84,
1866,15,73.38,1,4.89,816.99,2739.59,15,15,816.99,816.99,1,1,4.89,4.89,2739.59,2739.59,73.38,73.38,,,,15,816.99,1,4.89,2739.59,73.38,
1867,1,4.05,3,12.14,24.29,2724.37,1,1,24.29,24.29,3,3,12.14,12.14,2724.37,2724.37,4.05,4.05,,,,1,24.29,3,12.14,2724.37,4.05,
1868,2,11.69,1,5.85,105.23,5092.08,2,2,105.23,105.23,1,1,5.85,5.85,5092.08,5092.08,11.69,11.69,,,,2,105.23,1,5.85,5092.08,11.69,
1869,26,124.57,3,14.37,210.81,5442.7,26,26,210.81,210.81,3,3,14.37,14.37,5442.7,5442.7,124.57,124.57,,,,26,210.81,3,14.37,5442.7,124.57,
1870,NA,NA,19,76.83,NA,3881.77,0,517,223.06,1002.66,19,19,76.83,76.83,3881.77,3881.77,0,0,,,,0,223.06,19,76.83,3881.77,0,
1871,0,0,5,48.87,87.96,2238.08,0,0,87.96,87.96,5,5,48.87,48.87,2238.08,2238.08,0,0,,,,0,87.96,5,48.87,2238.08,0,
1872,10,22.04,16,35.26,315.14,2781.21,10,10,315.14,315.14,16,16,35.26,35.26,2781.21,2781.21,22.04,22.04,,,,10,315.14,16,35.26,2781.21,22.04,
1873,14,37.13,3,7.96,230.76,5660.33,14,14,230.76,230.76,3,3,7.96,7.96,5660.33,5660.33,37.13,37.13,,,,14,230.76,3,7.96,5660.33,37.13,
1874,31,24,73,56.52,493.93,5650.82,31,31,493.93,493.93,73,73,56.52,56.52,5650.82,5650.82,24,24,,,,31,493.93,73,56.52,5650.82,24,
1875,204,53.87,267,70.5,3829.21,14679.18,204,204,3829.21,3829.21,267,267,70.5,70.5,14679.18,14679.18,53.87,53.87,,,,204,3829.21,267,70.5,14679.18,53.87,
1876,2,7.16,2,7.16,89.44,1595.59,2,2,89.44,89.44,2,2,7.16,7.16,1595.59,1595.59,7.16,7.16,,,,2,89.44,2,7.16,1595.59,7.16,
1877,4,26.79,0,0,428.64,2913.4,4,4,428.64,428.64,0,0,0,0,2913.4,2913.4,26.79,26.79,,,,4,428.64,0,0,2913.4,26.79,
1878,12,60.69,1,5.06,900.31,8203.94,12,12,900.31,900.31,1,1,5.06,5.06,8203.94,8203.94,60.69,60.69,,,,12,900.31,1,5.06,8203.94,60.69,
1879,5,25.98,3,15.59,592.36,NA,5,5,592.36,592.36,3,3,15.59,15.59,2246.14,6141.39,25.98,25.98,,,,5,592.36,3,15.59,2246.14,25.98,
1880,11,63.79,0,0,133.38,4662.49,11,11,133.38,133.38,0,0,0,0,4662.49,4662.49,63.79,63.79,,,,11,133.38,0,0,4662.49,63.79,
1881,6,50.6,3,25.3,1054.23,4301.26,6,6,1054.23,1054.23,3,3,25.3,25.3,4301.26,4301.26,50.6,50.6,,,,6,1054.23,3,25.3,4301.26,50.6,
1882,1,5.82,0,0,232.83,2741.56,1,1,232.83,232.83,0,0,0,0,2741.56,2741.56,5.82,5.82,,,,1,232.83,0,0,2741.56,5.82,
1883,4,32.78,0,0,450.75,4179.64,4,4,450.75,450.75,0,0,0,0,4179.64,4179.64,32.78,32.78,,,,4,450.75,0,0,4179.64,32.78,
1884,259,61.71,231,55.04,1595.37,7757.66,259,259,1595.37,1595.37,231,231,55.04,55.04,7757.66,7757.66,61.71,61.71,,,,259,1595.37,231,55.04,7757.66,61.71,
1885,1,3.51,3,10.52,343.74,6674.85,1,1,343.74,343.74,3,3,10.52,10.52,6674.85,6674.85,3.51,3.51,,,,1,343.74,3,10.52,6674.85,3.51,
1886,2,7.57,0,0,15.14,969,2,2,15.14,15.14,0,0,0,0,969,969,7.57,7.57,,,,2,15.14,0,0,969,7.57,
1887,8,51.52,4,25.76,399.28,7702.22,8,8,399.28,399.28,4,4,25.76,25.76,7702.22,7702.22,51.52,51.52,,,,8,399.28,4,25.76,7702.22,51.52,
1888,21,37.73,27,48.51,551.55,4895.71,21,21,551.55,551.55,27,27,48.51,48.51,4895.71,4895.71,37.73,37.73,,,,21,551.55,27,48.51,4895.71,37.73,
1889,17,70.81,NA,NA,2728.14,NA,17,17,2728.14,2728.14,0,12,0,67.91,2246.14,1992.98,70.81,70.81,,,,17,2728.14,0,0,2246.14,70.81,
1890,5,11.73,3,7.04,220.58,4878.56,5,5,220.58,220.58,3,3,7.04,7.04,4878.56,4878.56,11.73,11.73,,,,5,220.58,3,7.04,4878.56,11.73,
1891,2,9.15,0,0,64.07,3198.79,2,2,64.07,64.07,0,0,0,0,3198.79,3198.79,9.15,9.15,,,,2,64.07,0,0,3198.79,9.15,
1892,11,22.09,10,20.08,148.57,2640.19,11,11,148.57,148.57,10,10,20.08,20.08,2640.19,2640.19,22.09,22.09,,,,11,148.57,10,20.08,2640.19,22.09,
1893,4,9.08,8,18.16,324.61,1602.62,4,4,324.61,324.61,8,8,18.16,18.16,1602.62,1602.62,9.08,9.08,,,,4,324.61,8,18.16,1602.62,9.08,
1894,2,16.96,3,25.43,1305.64,8707.08,2,2,1305.64,1305.64,3,3,25.43,25.43,8707.08,8707.08,16.96,16.96,,,,2,1305.64,3,25.43,8707.08,16.96,
1895,27,198.34,2,14.69,286.49,4121.06,27,27,286.49,286.49,2,2,14.69,14.69,4121.06,4121.06,198.34,198.34,,,,27,286.49,2,14.69,4121.06,198.34,
1896,43,81.59,40,75.9,865.28,7464.9,43,43,865.28,865.28,40,40,75.9,75.9,7464.9,7464.9,81.59,81.59,,,,43,865.28,40,75.9,7464.9,81.59,
1897,28,62.19,16,35.54,1576.9,6603,28,28,1576.9,1576.9,16,16,35.54,35.54,6603,6603,62.19,62.19,,,,28,1576.9,16,35.54,6603,62.19,
1898,12,65.41,2,10.9,981.19,4175.52,12,12,981.19,981.19,2,2,10.9,10.9,4175.52,4175.52,65.41,65.41,,,,12,981.19,2,10.9,4175.52,65.41,
1899,2,12.18,0,0,541.89,2179.74,2,2,541.89,541.89,0,0,0,0,2179.74,2179.74,12.18,12.18,,,,2,541.89,0,0,2179.74,12.18,
1900,11,48.26,6,26.33,710.78,6471.57,11,11,710.78,710.78,6,6,26.33,26.33,6471.57,6471.57,48.26,48.26,,,,11,710.78,6,26.33,6471.57,48.26,
1901,7,20.65,11,32.44,542.71,2498.23,7,7,542.71,542.71,11,11,32.44,32.44,2498.23,2498.23,20.65,20.65,,,,7,542.71,11,32.44,2498.23,20.65,
1902,1,7.66,1,7.66,214.53,1126.26,1,1,214.53,214.53,1,1,7.66,7.66,1126.26,1126.26,7.66,7.66,,,,1,214.53,1,7.66,1126.26,7.66,
1903,NA,NA,11,66.37,NA,11179.49,0,0,223.06,27.66,11,11,66.37,66.37,11179.49,11179.49,0,56.2,,,,0,223.06,11,66.37,11179.49,0,
1904,2,17.09,9,76.9,76.9,1649.15,2,2,76.9,76.9,9,9,76.9,76.9,1649.15,1649.15,17.09,17.09,,,,2,76.9,9,76.9,1649.15,17.09,
1905,9,75.37,3,25.12,108.87,2068.5,9,9,108.87,108.87,3,3,25.12,25.12,2068.5,2068.5,75.37,75.37,,,,9,108.87,3,25.12,2068.5,75.37,
1906,3,21.85,3,21.85,276.81,27119.76,3,3,276.81,276.81,3,3,21.85,21.85,27119.76,27119.76,21.85,21.85,,,,3,276.81,3,21.85,27119.76,21.85,
1907,0,0,1,7.44,141.44,2590.64,0,0,141.44,141.44,1,1,7.44,7.44,2590.64,2590.64,0,0,,,,0,141.44,1,7.44,2590.64,0,
1908,1,9.48,1,9.48,237.1,1602.81,1,1,237.1,237.1,1,1,9.48,9.48,1602.81,1602.81,9.48,9.48,,,,1,237.1,1,9.48,1602.81,9.48,
1909,10,21.66,2,4.33,223.06,3101.18,10,10,223.06,223.06,2,2,4.33,4.33,3101.18,3101.18,21.66,21.66,,,,10,223.06,2,4.33,3101.18,21.66,
1910,12,30.18,21,52.81,809.72,5856.61,12,12,809.72,809.72,21,21,52.81,52.81,5856.61,5856.61,30.18,30.18,,,,12,809.72,21,52.81,5856.61,30.18,
1911,2,14.87,2,14.87,208.13,2921.28,2,2,208.13,208.13,2,2,14.87,14.87,2921.28,2921.28,14.87,14.87,,,,2,208.13,2,14.87,2921.28,14.87,
1912,21,17.47,49,40.77,249.62,3942.26,21,21,249.62,249.62,49,49,40.77,40.77,3942.26,3942.26,17.47,17.47,,,,21,249.62,49,40.77,3942.26,17.47,
1913,53,98.08,25,46.26,1622.96,10389.18,53,53,1622.96,1622.96,25,25,46.26,46.26,10389.18,10389.18,98.08,98.08,,,,53,1622.96,25,46.26,10389.18,98.08,
1914,1,5.35,6,32.1,80.24,2086.23,1,1,80.24,80.24,6,6,32.1,32.1,2086.23,2086.23,5.35,5.35,,,,1,80.24,6,32.1,2086.23,5.35,
1915,29,18.38,23,14.58,251.6,5041.57,29,29,251.6,251.6,23,23,14.58,14.58,5041.57,5041.57,18.38,18.38,,,,29,251.6,23,14.58,5041.57,18.38,
1916,0,0,2,15.03,112.75,2322.61,0,0,112.75,112.75,2,2,15.03,15.03,2322.61,2322.61,0,0,,,,0,112.75,2,15.03,2322.61,0,
1917,83,84.72,26,26.54,457.27,5078.95,83,83,457.27,457.27,26,26,26.54,26.54,5078.95,5078.95,84.72,84.72,,,,83,457.27,26,26.54,5078.95,84.72,
1918,6,23.44,11,42.98,269.6,4821.63,6,6,269.6,269.6,11,11,42.98,42.98,4821.63,4821.63,23.44,23.44,,,,6,269.6,11,42.98,4821.63,23.44,
1919,4,27.11,0,0,81.34,3280.91,4,4,81.34,81.34,0,0,0,0,3280.91,3280.91,27.11,27.11,,,,4,81.34,0,0,3280.91,27.11,
1920,0,0,6,16.65,302.47,5236.28,0,0,302.47,302.47,6,6,16.65,16.65,5236.28,5236.28,0,0,,,,0,302.47,6,16.65,5236.28,0,
1921,3,22.62,0,0,173.4,4704.46,3,3,173.4,173.4,0,0,0,0,4704.46,4704.46,22.62,22.62,,,,3,173.4,0,0,4704.46,22.62,
1922,5,31.05,0,0,93.16,3421.94,5,5,93.16,93.16,0,0,0,0,3421.94,3421.94,31.05,31.05,,,,5,93.16,0,0,3421.94,31.05,
1923,12,60.65,12,60.65,161.73,6135.65,12,12,161.73,161.73,12,12,60.65,60.65,6135.65,6135.65,60.65,60.65,,,,12,161.73,12,60.65,6135.65,60.65,
1924,3,18.07,6,36.14,554.08,3860.52,3,3,554.08,554.08,6,6,36.14,36.14,3860.52,3860.52,18.07,18.07,,,,3,554.08,6,36.14,3860.52,18.07,
1925,19,60.12,9,28.48,461.98,4768.53,19,19,461.98,461.98,9,9,28.48,28.48,4768.53,4768.53,60.12,60.12,,,,19,461.98,9,28.48,4768.53,60.12,
1926,2,10.23,1,5.11,659.78,3145.46,2,2,659.78,659.78,1,1,5.11,5.11,3145.46,3145.46,10.23,10.23,,,,2,659.78,1,5.11,3145.46,10.23,
1927,0,0,3,14.22,28.45,1858.44,0,0,28.45,28.45,3,3,14.22,14.22,1858.44,1858.44,0,0,,,,0,28.45,3,14.22,1858.44,0,
1928,5,25.04,6,30.05,661.06,8268.23,5,5,661.06,661.06,6,6,30.05,30.05,8268.23,8268.23,25.04,25.04,,,,5,661.06,6,30.05,8268.23,25.04,
1929,9,62.91,3,20.97,692.02,5647.98,9,9,692.02,692.02,3,3,20.97,20.97,5647.98,5647.98,62.91,62.91,,,,9,692.02,3,20.97,5647.98,62.91,
1930,12,30.97,17,43.88,957.64,4811.44,12,12,957.64,957.64,17,17,43.88,43.88,4811.44,4811.44,30.97,30.97,,,,12,957.64,17,43.88,4811.44,30.97,
1931,NA,NA,3,12.51,NA,2352.65,0,5,223.06,1267.73,3,3,12.51,12.51,2352.65,2352.65,0,123.32,,,,0,223.06,3,12.51,2352.65,0,
1932,24,64.72,21,56.63,447.63,6226.4,24,24,447.63,447.63,21,21,56.63,56.63,6226.4,6226.4,64.72,64.72,,,,24,447.63,21,56.63,6226.4,64.72,
1933,32,61.41,20,38.38,293.63,5903.35,32,32,293.63,293.63,20,20,38.38,38.38,5903.35,5903.35,61.41,61.41,,,,32,293.63,20,38.38,5903.35,61.41,
1934,20,41.11,28,57.56,515.95,7032.15,20,20,515.95,515.95,28,28,57.56,57.56,7032.15,7032.15,41.11,41.11,,,,20,515.95,28,57.56,7032.15,41.11,
1935,4,22.31,5,27.89,278.88,3893.13,4,4,278.88,278.88,5,5,27.89,27.89,3893.13,3893.13,22.31,22.31,,,,4,278.88,5,27.89,3893.13,22.31,
1936,NA,NA,9,28.84,NA,3839.37,0,1,223.06,254.39,9,9,28.84,28.84,3839.37,3839.37,0,4.23,,,,0,223.06,9,28.84,3839.37,0,
1937,0,0,4,22.46,95.47,1173.76,0,0,95.47,95.47,4,4,22.46,22.46,1173.76,1173.76,0,0,,,,0,95.47,4,22.46,1173.76,0,
1938,27,51.05,9,17.02,521.87,7345.85,27,27,521.87,521.87,9,9,17.02,17.02,7345.85,7345.85,51.05,51.05,,,,27,521.87,9,17.02,7345.85,51.05,
1939,16,86.91,12,65.19,2210.88,12923.03,16,16,2210.88,2210.88,12,12,65.19,65.19,12923.03,12923.03,86.91,86.91,,,,16,2210.88,12,65.19,12923.03,86.91,
1940,82,50.74,61,37.74,1343.3,8405.06,82,82,1343.3,1343.3,61,61,37.74,37.74,8405.06,8405.06,50.74,50.74,,,,82,1343.3,61,37.74,8405.06,50.74,
1941,50,74.8,NA,NA,661.25,NA,50,50,661.25,661.25,0,13,0,6.94,2246.14,8899.51,74.8,74.8,,,,50,661.25,0,0,2246.14,74.8,
1942,6,41.65,1,6.94,333.19,2950.16,6,6,333.19,333.19,1,1,6.94,6.94,2950.16,2950.16,41.65,41.65,,,,6,333.19,1,6.94,2950.16,41.65,
1943,28,40.54,34,49.23,1461.01,7997.16,28,28,1461.01,1461.01,34,34,49.23,49.23,7997.16,7997.16,40.54,40.54,,,,28,1461.01,34,49.23,7997.16,40.54,
1944,0,0,1,6.29,339.84,4285.71,0,0,339.84,339.84,1,1,6.29,6.29,4285.71,4285.71,0,0,,,,0,339.84,1,6.29,4285.71,0,
1945,12,37.21,13,40.31,1513.08,7255.36,12,12,1513.08,1513.08,13,13,40.31,40.31,7255.36,7255.36,37.21,37.21,,,,12,1513.08,13,40.31,7255.36,37.21,
1946,10,25.22,19,47.91,398.42,6667.17,10,10,398.42,398.42,19,19,47.91,47.91,6667.17,6667.17,25.22,25.22,,,,10,398.42,19,47.91,6667.17,25.22,
1947,NA,NA,12,21.42,NA,2036.85,0,785,223.06,319.6,12,12,21.42,21.42,2036.85,2036.85,0,8.54,,,,0,223.06,12,21.42,2036.85,0,
1948,0,0,2,14.97,44.92,1849.22,0,0,44.92,44.92,2,2,14.97,14.97,1849.22,1849.22,0,0,,,,0,44.92,2,14.97,1849.22,0,
1949,4,20.51,2,10.25,446.04,4101.51,4,4,446.04,446.04,2,2,10.25,10.25,4101.51,4101.51,20.51,20.51,,,,4,446.04,2,10.25,4101.51,20.51,
1950,13,86.62,6,39.98,1059.43,8049.04,13,13,1059.43,1059.43,6,6,39.98,39.98,8049.04,8049.04,86.62,86.62,,,,13,1059.43,6,39.98,8049.04,86.62,
1951,2,17.92,0,0,259.79,3878.89,2,2,259.79,259.79,0,0,0,0,3878.89,3878.89,17.92,17.92,,,,2,259.79,0,0,3878.89,17.92,
1952,265,87.05,109,35.8,510.78,5965.75,265,265,510.78,510.78,109,109,35.8,35.8,5965.75,5965.75,87.05,87.05,,,,265,510.78,109,35.8,5965.75,87.05,
1953,1,8.47,2,16.94,635.43,1914.77,1,1,635.43,635.43,2,2,16.94,16.94,1914.77,1914.77,8.47,8.47,,,,1,635.43,2,16.94,1914.77,8.47,
1954,19,32.56,1,1.71,219.36,3689.74,19,19,219.36,219.36,1,1,1.71,1.71,3689.74,3689.74,32.56,32.56,,,,19,219.36,1,1.71,3689.74,32.56,
1955,2,15.46,0,0,69.58,1469,2,2,69.58,69.58,0,0,0,0,1469,1469,15.46,15.46,,,,2,69.58,0,0,1469,15.46,
1956,NA,NA,1,4.12,NA,1885.01,0,13,223.06,690.81,1,1,4.12,4.12,1885.01,1885.01,0,0,,,,0,223.06,1,4.12,1885.01,0,
1957,1,4.65,3,13.96,255.89,2493.72,1,1,255.89,255.89,3,3,13.96,13.96,2493.72,2493.72,4.65,4.65,,,,1,255.89,3,13.96,2493.72,4.65,
1958,3,19.74,2,13.16,243.47,3395.41,3,3,243.47,243.47,2,2,13.16,13.16,3395.41,3395.41,19.74,19.74,,,,3,243.47,2,13.16,3395.41,19.74,
1959,NA,NA,1,7.34,NA,3244.99,0,3,223.06,509.56,1,1,7.34,7.34,3244.99,3244.99,0,89.88,,,,0,223.06,1,7.34,3244.99,0,
1960,4,26.91,1,6.73,148.02,2354.84,4,4,148.02,148.02,1,1,6.73,6.73,2354.84,2354.84,26.91,26.91,,,,4,148.02,1,6.73,2354.84,26.91,
1961,NA,NA,25,215.48,NA,4033.79,0,9,223.06,39.54,25,25,215.48,215.48,4033.79,4033.79,0,0,,,,0,223.06,25,215.48,4033.79,0,
1962,43,72.45,44,74.13,303.26,4355.15,43,43,303.26,303.26,44,44,74.13,74.13,4355.15,4355.15,72.45,72.45,,,,43,303.26,44,74.13,4355.15,72.45,
1963,6,16.41,11,30.08,246.09,4634.69,6,6,246.09,246.09,11,11,30.08,30.08,4634.69,4634.69,16.41,16.41,,,,6,246.09,11,30.08,4634.69,16.41,
1964,9,29.92,14,46.54,611.64,6867.67,9,9,611.64,611.64,14,14,46.54,46.54,6867.67,6867.67,29.92,29.92,,,,9,611.64,14,46.54,6867.67,29.92,
1965,194,69.14,214,76.26,792.93,9053.65,194,194,792.93,792.93,214,214,76.26,76.26,9053.65,9053.65,69.14,69.14,,,,194,792.93,214,76.26,9053.65,69.14,
1966,NA,NA,0,0,NA,2487.48,0,8,223.06,92.04,0,0,0,0,2487.48,2487.48,0,0,,,,0,223.06,0,0,2487.48,0,
1967,4,22.41,5,28.01,336.13,4711.48,4,4,336.13,336.13,5,5,28.01,28.01,4711.48,4711.48,22.41,22.41,,,,4,336.13,5,28.01,4711.48,22.41,
1968,28,60.62,13,28.15,517.46,3570.27,28,28,517.46,517.46,13,13,28.15,28.15,3570.27,3570.27,60.62,60.62,,,,28,517.46,13,28.15,3570.27,60.62,
1969,0,0,1,4.64,65.03,1467.72,0,0,65.03,65.03,1,1,4.64,4.64,1467.72,1467.72,0,0,,,,0,65.03,1,4.64,1467.72,0,
1970,4,26.49,3,19.87,291.41,10404.66,4,4,291.41,291.41,3,3,19.87,19.87,10404.66,10404.66,26.49,26.49,,,,4,291.41,3,19.87,10404.66,26.49,
1971,3,24.66,1,8.22,139.73,2885.09,3,3,139.73,139.73,1,1,8.22,8.22,2885.09,2885.09,24.66,24.66,,,,3,139.73,1,8.22,2885.09,24.66,
1972,NA,NA,11,65.31,NA,5141.6,0,3,223.06,2299.87,11,11,65.31,65.31,5141.6,5141.6,0,0,,,,0,223.06,11,65.31,5141.6,0,
1973,83,93.11,24,26.92,1573.82,10452.52,83,83,1573.82,1573.82,24,24,26.92,26.92,10452.52,10452.52,93.11,93.11,,,,83,1573.82,24,26.92,10452.52,93.11,
1974,12,15.81,12,15.81,502.05,8631.03,12,12,502.05,502.05,12,12,15.81,15.81,8631.03,8631.03,15.81,15.81,,,,12,502.05,12,15.81,8631.03,15.81,
1975,14,19.14,16,21.88,604.42,2998.85,14,14,604.42,604.42,16,16,21.88,21.88,2998.85,2998.85,19.14,19.14,,,,14,604.42,16,21.88,2998.85,19.14,
1976,58,128.21,38,84,499.59,9100.96,58,58,499.59,499.59,38,38,84,84,9100.96,9100.96,128.21,128.21,,,,58,499.59,38,84,9100.96,128.21,
1977,131,53.94,338,139.18,1636.75,7621.71,131,131,1636.75,1636.75,338,338,139.18,139.18,7621.71,7621.71,53.94,53.94,,,,131,1636.75,338,139.18,7621.71,53.94,
1978,6,19.37,10,32.29,80.73,2676.96,6,6,80.73,80.73,10,10,32.29,32.29,2676.96,2676.96,19.37,19.37,,,,6,80.73,10,32.29,2676.96,19.37,
1979,22,68.57,20,62.34,377.16,2802.19,22,22,377.16,377.16,20,20,62.34,62.34,2802.19,2802.19,68.57,68.57,,,,22,377.16,20,62.34,2802.19,68.57,
1980,2,16.86,1,8.43,320.4,4460.37,2,2,320.4,320.4,1,1,8.43,8.43,4460.37,4460.37,16.86,16.86,,,,2,320.4,1,8.43,4460.37,16.86,
1981,NA,NA,10,55.38,NA,5703.84,0,11,223.06,229.44,10,10,55.38,55.38,5703.84,5703.84,0,9.4,,,,0,223.06,10,55.38,5703.84,0,
1982,51,71.6,8,11.23,306.05,2754.42,51,51,306.05,306.05,8,8,11.23,11.23,2754.42,2754.42,71.6,71.6,,,,51,306.05,8,11.23,2754.42,71.6,
1983,50,93.59,16,29.95,2493.17,7681.65,50,50,2493.17,2493.17,16,16,29.95,29.95,7681.65,7681.65,93.59,93.59,,,,50,2493.17,16,29.95,7681.65,93.59,
1984,NA,NA,3,27.95,NA,3046.68,0,8,223.06,324.61,3,3,27.95,27.95,3046.68,3046.68,0,0,,,,0,223.06,3,27.95,3046.68,0,
1985,3,8.16,29,78.92,568.75,5284.79,3,3,568.75,568.75,29,29,78.92,78.92,5284.79,5284.79,8.16,8.16,,,,3,568.75,29,78.92,5284.79,8.16,
1986,92,107.62,59,69.02,2089.28,9898.93,92,92,2089.28,2089.28,59,59,69.02,69.02,9898.93,9898.93,107.62,107.62,,,,92,2089.28,59,69.02,9898.93,107.62,
1987,2,11.17,2,11.17,122.88,4552.31,2,2,122.88,122.88,2,2,11.17,11.17,4552.31,4552.31,11.17,11.17,,,,2,122.88,2,11.17,4552.31,11.17,
1988,2,18.55,3,27.83,194.82,5445.77,2,2,194.82,194.82,3,3,27.83,27.83,5445.77,5445.77,18.55,18.55,,,,2,194.82,3,27.83,5445.77,18.55,
1989,3,22.99,2,15.33,30.66,5180.87,3,3,30.66,30.66,2,2,15.33,15.33,5180.87,5180.87,22.99,22.99,,,,3,30.66,2,15.33,5180.87,22.99,
1990,15,71.36,13,61.85,214.08,7759.28,15,15,214.08,214.08,13,13,61.85,61.85,7759.28,7759.28,71.36,71.36,,,,15,214.08,13,61.85,7759.28,71.36,
1991,103,93.31,29,26.27,430.31,4012.32,103,103,430.31,430.31,29,29,26.27,26.27,4012.32,4012.32,93.31,93.31,,,,103,430.31,29,26.27,4012.32,93.31,
1992,6,42.02,1,7,413.19,5448.56,6,6,413.19,413.19,1,1,7,7,5448.56,5448.56,42.02,42.02,,,,6,413.19,1,7,5448.56,42.02,
1993,61,33.44,95,52.08,430.93,3922.8,61,61,430.93,430.93,95,95,52.08,52.08,3922.8,3922.8,33.44,33.44,,,,61,430.93,95,52.08,3922.8,33.44,
1994,39,53.07,48,65.32,1271.02,8434.49,39,39,1271.02,1271.02,48,48,65.32,65.32,8434.49,8434.49,53.07,53.07,,,,39,1271.02,48,65.32,8434.49,53.07,
1995,7,23.19,7,23.19,483.72,4346.82,7,7,483.72,483.72,7,7,23.19,23.19,4346.82,4346.82,23.19,23.19,,,,7,483.72,7,23.19,4346.82,23.19,
1996,1,6.03,0,0,96.55,3325.09,1,1,96.55,96.55,0,0,0,0,3325.09,3325.09,6.03,6.03,,,,1,96.55,0,0,3325.09,6.03,
1997,6,34.59,1,5.76,570.7,4767.39,6,6,570.7,570.7,1,1,5.76,5.76,4767.39,4767.39,34.59,34.59,,,,6,570.7,1,5.76,4767.39,34.59,
1998,2,12.99,2,12.99,64.94,3987.53,2,2,64.94,64.94,2,2,12.99,12.99,3987.53,3987.53,12.99,12.99,,,,2,64.94,2,12.99,3987.53,12.99,
1999,1,8.27,1,8.27,57.88,983.96,1,1,57.88,57.88,1,1,8.27,8.27,983.96,983.96,8.27,8.27,,,,1,57.88,1,8.27,983.96,8.27,
2000,51,90.74,84,149.46,1368.23,10780.37,51,51,1368.23,1368.23,84,84,149.46,149.46,10780.37,10780.37,90.74,90.74,,,,51,1368.23,84,149.46,10780.37,90.74,
2001,1,9.46,0,0,122.95,1134.97,1,1,122.95,122.95,0,0,0,0,1134.97,1134.97,9.46,9.46,,,,1,122.95,0,0,1134.97,9.46,
2002,NA,NA,5,37.94,NA,2223.07,0,6,223.06,61.66,5,5,37.94,37.94,2223.07,2223.07,0,12.12,,,,0,223.06,5,37.94,2223.07,0,
2003,24,109.32,12,54.66,264.2,4473.19,24,24,264.2,264.2,12,12,54.66,54.66,4473.19,4473.19,109.32,109.32,,,,24,264.2,12,54.66,4473.19,109.32,
2004,6,43.73,3,21.86,233.22,2973.54,6,6,233.22,233.22,3,3,21.86,21.86,2973.54,2973.54,43.73,43.73,,,,6,233.22,3,21.86,2973.54,43.73,
2005,4,25.15,0,0,591.05,3137.58,4,4,591.05,591.05,0,0,0,0,3137.58,3137.58,25.15,25.15,,,,4,591.05,0,0,3137.58,25.15,
2006,15,76.99,8,41.06,549.22,7365.77,15,15,549.22,549.22,8,8,41.06,41.06,7365.77,7365.77,76.99,76.99,,,,15,549.22,8,41.06,7365.77,76.99,
2007,0,0,2,16.08,64.3,1591.51,0,0,64.3,64.3,2,2,16.08,16.08,1591.51,1591.51,0,0,,,,0,64.3,2,16.08,1591.51,0,
2008,11,13.72,10,12.48,496.56,5910.02,11,11,496.56,496.56,10,10,12.48,12.48,5910.02,5910.02,13.72,13.72,,,,11,496.56,10,12.48,5910.02,13.72,
2009,17,142.21,9,75.29,2451.06,4810.11,17,17,2451.06,2451.06,9,9,75.29,75.29,4810.11,4810.11,142.21,142.21,,,,17,2451.06,9,75.29,4810.11,142.21,
2010,6,19.46,4,12.97,194.55,3842.41,6,6,194.55,194.55,4,4,12.97,12.97,3842.41,3842.41,19.46,19.46,,,,6,194.55,4,12.97,3842.41,19.46,
2011,6,27.24,NA,NA,1911.64,NA,6,6,1911.64,1911.64,0,16,0,25.75,2246.14,5118.91,27.24,27.24,,,,6,1911.64,0,0,2246.14,27.24,
2012,20,61.6,6,18.48,1678.68,8987.86,20,20,1678.68,1678.68,6,6,18.48,18.48,8987.86,8987.86,61.6,61.6,,,,20,1678.68,6,18.48,8987.86,61.6,
2013,18,27.65,48,73.73,950.76,5320.55,18,18,950.76,950.76,48,48,73.73,73.73,5320.55,5320.55,27.65,27.65,,,,18,950.76,48,73.73,5320.55,27.65,
2014,0,0,NA,NA,7.6,NA,0,0,7.6,7.6,0,0,0,33.83,2246.14,7276.96,0,0,,,,0,7.6,0,0,2246.14,0,
2015,56,53.59,127,121.53,1308.07,7757.52,56,56,1308.07,1308.07,127,127,121.53,121.53,7757.52,7757.52,53.59,53.59,,,,56,1308.07,127,121.53,7757.52,53.59,
2016,4,20.69,23,118.99,331.11,2612.65,4,4,331.11,331.11,23,23,118.99,118.99,2612.65,2612.65,20.69,20.69,,,,4,331.11,23,118.99,2612.65,20.69,
2017,14,46,3,9.86,1938.43,6814.07,14,14,1938.43,1938.43,3,3,9.86,9.86,6814.07,6814.07,46,46,,,,14,1938.43,3,9.86,6814.07,46,
2018,0,0,1,8.26,627.84,10698.06,0,0,627.84,627.84,1,1,8.26,8.26,10698.06,10698.06,0,0,,,,0,627.84,1,8.26,10698.06,0,
